Text,Title,Rating
Wate of money.. looks is better but quality is not good and when vibrate this device beetry deying too fast,Noot good,1
I like this  product but  can you do noise cancellation  can be more effective than now,Good,4
"Long battery life , Good specifications and call quality is great but need to increase a sound bass ..",Amazing,4
Noise Flair is a very cheap product and Amazon service is very poor and 3rd class Don't by any one,Fack products,1
I like this product very much it's having best sound and easy to use and also in low range product.,Best quality product than other,5
Music voice not clear voice call or video call clear but music and vidio voice not clear,Music voice not clear,1
So many request to replaced my dead product to new but still no process. So poor service and poor product too.,So cheap and Poor,1
Hi product disconnected too many time in song playing while not paired properly,Connection Issue,2
"Fabulous product, great audio quality, good works in 2 devices same time, mic also works well",Noise products is always great and service support is good too,5
Sound quality is excellent and overall quality of products is better than others for sure and that touch sensor is much better,It's one of best headset you can have in this particular range.,4
"Sound quality is very good, but baas quality should be enhanced..","Baas quality should be better, sound quality should be enhanced",5
"Mast he mager 1 problem gaming Ke liye nhi ,😔😑😔😔😔 but sound very e good ,😘🥰🥰😍","Noise Hadphone ,👌👌👌 mast amazing",1
"It's a amazing product and also value for money, battery back up is so good. Thank you",Battery back up and sound quality,5
Good quality but one speaker not working within first month. No return option opening.,One side speaker not working in first month,1
"Sound quality is Good,if volume buttons provided then it would be much better.",Overall Good product in the price range,4
"Pathetic bluetooth earphone to use,sound brakes and automatically get disconnected for a long time","Never to buy,money waste",1
Bro base is not at all thereIf you need base so do notget this earphone 🎧,ABOUT BASE,5
"These are easy to use and sound quality is great. Also, the battery life is good.",It is a good product.,5
Very low sound.... In call n it looks lil heavy in ear,Good n Decent product,4
The bluetooth earphone connects well and has a good sound quality with long lasting play time.,Noise Sense,5
When I call sumone getting full disturb not able to get perfect voice,When I call sumone getting full disturb not able to get perfect voice,4
Good Sound quality Even in low VolumeAlso Bass quality is Good.,Noise Flair,4
"in ear head is to  big, causing pain, not fit in ear.","in ear head is to  big, causing pain",1
 Thank you Amazon for such a amazing item,Sound quality is nice,5
"Good sound quality, little bit improve noice cancellation and touch type improve more",Value of money,4
 Osm best prodact i like it,Best prodact,5
 Not good quality or right side ear not work properly,Bad product,1
Plz add volume rocker buttom so it get easy to use and controll. To loud at low volume,Nice and esay to use,5
Awesome products from noise,Nice products,5
We just love to his performance sound and base are truly good 👍,Sounds good,5
Nice luck & good quality & sound bass Bluetooth NeckbandI'm so happyTank you Noise,Nice product,5
 It's not good  I don't like this product,"Product is not good ,not good sounds apekt",1
Overall good product but can be better in terms of sound quality and product charging,Nice,4
Sound to good quality awasome,Too cool product,5
Sound quality is very nice bass is less but it is sufficient.  Battery life is excellent.,It is very nice,4
Good value for money.Just an advice if the wire like boat provides then it be excellent,Good,4
Overall good,GOOD,5
Totally waste of money.unable to make call through voice assistance.,Not working after 4 months,1
"Good noise cancellation,fast charging bass superrrb sound quality average..","fast charging, best noise cancellation",4
I like it,Good,5
WhatsApp call not received via touch.Network problem while connecting Blootooth.,While connection face network issue,1
This one is not being charged and damaged just in 2.5 months from the purchase date.,Not getting charged,1
"Very bad, I get damaged product not take return, within a month one side not working",Don’t go for it,1
Awesome product  best qualiy in sound and bass  noise cancellation is very good 👌👌,Noise cancellation,5
Both Earphones not working properlyNo soundPls exchange the earphones 🎧,No sound in headphones,1
Below 2000rs I would prefer you guys to buy this🔥 this is giving an extreme performance you can buy this 🔥,The sound is really awesome 😎,5
Sensor is not proper control system like other Bluetooth and volume also slower than usual,There is not proper control by sensor,5
Best sound quality with new features.I m so happyLove it noise flair,I love it noise flair..,5
Touch pannel is worst quality and the magnet that connect both earburds poor quality,Touch pannel is worst quality and the magnet that connect both earburds poor quality,1
